UniqueName, UnlocalizedName, LocalizedName, Metadata
thaumcraft:smelter_thaumium, tile.smelter_thaumium.name, 神秘源质冶炼厂, 0
thaumcraft:smelter_void, tile.smelter_void.name, 虚空金属源质冶炼厂, 0
thaumcraft:smelter_aux, tile.smelter_aux.name, 附属粘浆泵, 0
thaumcraft:smelter_vent, tile.smelter_vent.name, 辅助排放口, 0
thaumcraft:alembic, tile.alembic.name, 蒸馏器, 0
thaumcraft:recharge_pedestal, tile.recharge_pedestal.name, 充能基座, 0
thaumcraft:wand_workbench, tile.wand_workbench.name, 核心镶饰台, 0
thaumcraft:hungry_chest, tile.hungry_chest.name, 饕餮箱子, 0
thaumcraft:tube, tile.tube.name, 源质管道, 0
thaumcraft:tube_valve, tile.tube_valve.name, 源质阀门, 0
thaumcraft:tube_restrict, tile.tube_restrict.name, 限定源质管道, 0
thaumcraft:tube_oneway, tile.tube_oneway.name, 定向源质管道, 0
thaumcraft:tube_filter, tile.tube_filter.name, 过滤源质管道, 0
thaumcraft:tube_buffer, tile.tube_buffer.name, 源质缓存器, 0
thaumcraft:jar_normal, tile.jar_normal.name, 源质罐子, 0
thaumcraft:jar_void, tile.jar_void.name, 虚空罐子, 0
thaumcraft:jar_brain, tile.jar_brain.name, 缸中之脑, 0
thaumcraft:infusion_matrix, tile.infusion_matrix.name, 符文矩阵, 0
thaumcraft:everfull_urn, tile.everfull_urn.name, 无尽之瓮, 0
thaumcraft:brain_box, tile.brain_box.name, 记忆矩阵, 0
thaumcraft:spa, tile.spa.name, 奥术浴场, 0
thaumcraft:mirror, tile.mirror.name, 镜子, 0
thaumcraft:mirror_essentia, tile.mirror_essentia.name, 源质之镜, 0
thaumcraft:essentia_input, tile.essentia_input.name, 源质析出装置, 0
thaumcraft:essentia_output, tile.essentia_output.name, 源质注入装置, 0
thaumcraft:redstone_relay, tile.redstone_relay.name, 红石继能器, 0
thaumcraft:pattern_crafter, tile.pattern_crafter.name, 奥术组装器, 0
thaumcraft:potion_sprayer, tile.potion_sprayer.name, 药水喷雾器, 0
thaumcraft:activator_rail, tile.activator_rail.name, 奥术激活轨道, 0
thaumcraft:stabilizer, tile.stabilizer.name, 稳定器, 0
thaumcraft:vis_generator, tile.vis_generator.name, 灵气发电机, 0
thaumcraft:condenser, tile.condenser.name, 咒波凝结器, 0
thaumcraft:condenser_lattice, tile.condenser_lattice.name, 咒波凝结器格栅, 0
thaumcraft:condenser_lattice_dirty, tile.condenser_lattice_dirty.name, 堵塞的咒波凝结器格栅, 0
thaumcraft:void_siphon, tile.void_siphon.name, 虚空吸管, 0
thaumcraft:effect_shock, tile.effect_shock.name, 静电力场, 0
thaumcraft:effect_sap, tile.effect_sap.name, 弱化力场, 0
thaumcraft:effect_glimmer, tile.effect_glimmer.name, 微光, 0
thaumcraft:empty, tile.empty.name, 间隙, 0
forge:bucketfilled, item.forge.bucketFilled.name, 液态珊瑚桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 液态反物质桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 泪桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 橄榄油桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 铁树莓汁桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 野莓果汁桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 葡萄汁桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 苹果汁桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 麦芽汁桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 蜂蜜桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 杂酚油桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 植物油桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 乙醇桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 生物柴油桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 液态混凝土桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 药水桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 沼泽的水桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 死水桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 焦油桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 橡胶液桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 灵魂原油桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 矮人燃油桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 熔融铁桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 熔融金桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 熔融铅桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 熔融铜桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 熔融银桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 熔融黎明石桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 熔融锡桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 熔融铝桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 熔融镍桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 熔融Bronze桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 熔融琥珀金桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 炼金红石浆液桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 结晶之水桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 液态粘土桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 木焦油桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 煤焦油桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 火焰草汁桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 水银花露汁桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 纤毛菇汁桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 火焰草威士忌桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 水银花露烈酒桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 纤毛菇啤酒桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, Juniper Spirit桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, Elderberry Juice桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, Wormwood Mixture桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, Sage Juice桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 熔融锑桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 糖液桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 死亡之水桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 净化之水桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 生命源质桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 液态泥土桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 精炼生命精华桶, 0
forge:bucketfilled, item.forge.bucketFilled.name, 水银桶, 0
baubles:ring, item.Ring.0.name, 矿工指环, 0
thaumcraft:thaumonomicon, item.thaumonomicon.normal.name, 魔导手册, 0
thaumcraft:curio, item.curio.arcane.name, 奥术珍品, 0
thaumcraft:curio, item.curio.preserved.name, 传世珍品, 1
thaumcraft:curio, item.curio.ancient.name, 远古珍品, 2
thaumcraft:curio, item.curio.eldritch.name, 邪术珍品, 3
thaumcraft:curio, item.curio.knowledge.name, 光明珍品, 4
thaumcraft:curio, item.curio.twisted.name, 扭曲珍品, 5
thaumcraft:curio, item.curio.rites.name, 血腥仪式, 6
thaumcraft:loot_bag, item.loot_bag.common.name, 寻常藏宝袋, 0
thaumcraft:loot_bag, item.loot_bag.uncommon.name, 稀有藏宝袋, 1
thaumcraft:loot_bag, item.loot_bag.rare.name, 罕见藏宝袋, 2
thaumcraft:primordial_pearl, item.primordial_pearl.pearl.name, 元始珍珠, 0
thaumcraft:pech_wand, item.pech_wand.name, 岩精法杖, 0
thaumcraft:celestial_notes, item.celestial_notes.name, 天象笔记, 12
thaumcraft:amber, item.amber.name, 琥珀, 0
thaumcraft:quicksilver, item.quicksilver.name, 水银, 0
thaumcraft:ingot, item.ingot.thaumium.name, 神秘锭, 0
thaumcraft:ingot, item.ingot.void.name, 虚空金属锭, 1
thaumcraft:ingot, item.ingot.brass.name, 炼金黄铜锭, 2
thaumcraft:nugget, item.nugget.iron.name, 铁粒, 0
thaumcraft:nugget, item.nugget.copper.name, 铜粒, 1
thaumcraft:nugget, item.nugget.tin.name, 锡粒, 2
thaumcraft:nugget, item.nugget.silver.name, 银粒, 3
thaumcraft:nugget, item.nugget.lead.name, 铅粒, 4
thaumcraft:nugget, item.nugget.quicksilver.name, 水银液滴, 5
thaumcraft:nugget, item.nugget.thaumium.name, 神秘粒, 6
thaumcraft:nugget, item.nugget.void.name, 虚空金属粒, 7
thaumcraft:nugget, item.nugget.brass.name, 炼金黄铜粒, 8
thaumcraft:nugget, item.nugget.quartz.name, 石英碎片, 9
thaumcraft:nugget, item.nugget.rareearth.name, 稀土, 10
thaumcraft:cluster, item.cluster.iron.name, 铁原矿簇, 0
thaumcraft:cluster, item.cluster.gold.name, 金原矿簇, 1
thaumcraft:cluster, item.cluster.copper.name, 铜原矿簇, 2
thaumcraft:cluster, item.cluster.tin.name, 锡原矿簇, 3
thaumcraft:cluster, item.cluster.silver.name, 银原矿簇, 4
thaumcraft:cluster, item.cluster.lead.name, 铅原矿簇, 5
thaumcraft:cluster, item.cluster.cinnabar.name, 朱砂原矿簇, 6
thaumcraft:cluster, item.cluster.quartz.name, 石英原矿簇, 7
thaumcraft:fabric, item.fabric.name, 织物, 0
thaumcraft:vis_resonator, item.vis_resonator.name, 魔力谐振器, 0
thaumcraft:tallow, item.tallow.name, 魔力油脂, 0
thaumcraft:mechanism_simple, item.mechanism_simple.name, 简易奥术装置, 0
thaumcraft:mechanism_complex, item.mechanism_complex.name, 精密奥术装置, 0
thaumcraft:plate, item.plate.brass.name, 黄铜板, 0
thaumcraft:plate, item.plate.iron.name, 铁板, 1
thaumcraft:plate, item.plate.thaumium.name, 神秘板, 2
thaumcraft:plate, item.plate.void.name, 虚空金属板, 3
thaumcraft:filter, item.filter.name, 源质滤管, 0
thaumcraft:morphic_resonator, item.morphic_resonator.name, 形态谐振器, 0
thaumcraft:salis_mundus, item.salis_mundus.name, 世界盐, 0
thaumcraft:mirrored_glass, item.mirrored_glass.name, 镜面玻璃, 0
thaumcraft:void_seed, item.void_seed.name, 虚空种子, 0
thaumcraft:mind, item.mind.clockwork.name, 发条之心, 0
thaumcraft:mind, item.mind.biothaumic.name, 神秘生物学之心, 1
thaumcraft:module, item.module.vision.name, 视觉组件, 0
thaumcraft:module, item.module.aggression.name, 攻击组件, 1
thaumcraft:crystal_essence, item.crystal_essence.name, Aer 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Terra 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Ignis 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Aqua 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Ordo 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Perditio 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Vacuos 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Lux 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Motus 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Gelum 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Vitreus 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Metallum 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Victus 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Mortuus 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Potentia 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Permutatio 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Praecantatio 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Auram 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Alkimia 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Vitium 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Tenebrae 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Alienis 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Volatus 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Herba 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Instrumentum 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Fabrico 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Machina 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Vinculum 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Spiritus 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Cognitio 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Sensus 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Aversio 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Praemunio 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Desiderium 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Exanimis 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Bestia 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Humanus 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Coralos 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Dreadia 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Sol 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Luna 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Stellae 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Diabolus 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Fluctus 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Sonus 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Exitium 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Caeles 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Draco 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Infernum 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Ventus 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Visum 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Imperium 魔力水晶碎片, 0
thaumcraft:crystal_essence, item.crystal_essence.name, Mythus 魔力水晶碎片, 0
thaumcraft:chunk, item.chunk.beef.name, 牛肉粒, 0
thaumcraft:chunk, item.chunk.chicken.name, 鸡肉粒, 1
thaumcraft:chunk, item.chunk.pork.name, 猪肉粒, 2
thaumcraft:chunk, item.chunk.fish.name, 鱼肉粒, 3
thaumcraft:chunk, item.chunk.rabbit.name, 兔肉粒, 4
thaumcraft:chunk, item.chunk.mutton.name, 羊肉粒, 5
thaumcraft:triple_meat_treat, item.triple_meat_treat.name, 三层肉饼, 0
thaumcraft:brain, item.brain.name, 僵尸之脑, 0
thaumcraft:label, item.label.blank.name, 空白标签, 0
thaumcraft:phial, item.phial.empty.name, 玻璃安瓿, 0
thaumcraft:phial, item.phial.filled.name, Aer 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Terra 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Ignis 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Aqua 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Ordo 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Perditio 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Vacuos 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Lux 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Motus 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Gelum 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Vitreus 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Metallum 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Victus 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Mortuus 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Potentia 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Permutatio 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Praecantatio 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Auram 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Alkimia 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Vitium 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Tenebrae 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Alienis 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Volatus 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Herba 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Instrumentum 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Fabrico 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Machina 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Vinculum 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Spiritus 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Cognitio 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Sensus 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Aversio 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Praemunio 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Desiderium 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Exanimis 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Bestia 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Humanus 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Coralos 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Dreadia 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Sol 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Luna 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Stellae 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Diabolus 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Fluctus 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Sonus 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Exitium 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Caeles 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Draco 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Infernum 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Ventus 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Visum 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Imperium 源质安瓿, 1
thaumcraft:phial, item.phial.filled.name, Mythus 源质安瓿, 1
thaumcraft:alumentum, item.alumentum.name, 源动之焰, 0
thaumcraft:jar_brace, item.jar_brace.name, 黄铜盖箍, 0
thaumcraft:bottle_taint, item.bottle_taint.name, 腐化瓶, 0
thaumcraft:sanity_soap, item.sanity_soap.name, 祛邪肥皂, 0
thaumcraft:bath_salts, item.bath_salts.name, 净化浴盐, 0
thaumcraft:turret, item.turret.basic.name, 自动十字弩, 0
thaumcraft:turret, item.turret.advanced.name, 高级自动弩, 1
thaumcraft:turret, item.turret.bore.name, 奥术钻探机, 2
thaumcraft:causality_collapser, item.causality_collapser.name, 悖论物质, 0
thaumcraft:scribing_tools, item.scribing_tools.name, 笔与墨, 0
thaumcraft:thaumometer, item.thaumometer.name, 魔导透镜, 0
thaumcraft:resonator, item.resonator.name, 源质谐振器, 0
thaumcraft:sanity_checker, item.sanity_checker.name, 神智检测仪, 0
thaumcraft:hand_mirror, item.hand_mirror.name, 魔力手镜, 0
thaumcraft:thaumium_axe, item.thaumium_axe.name, 神秘斧, 0
thaumcraft:thaumium_sword, item.thaumium_sword.name, 神秘剑, 0
thaumcraft:thaumium_shovel, item.thaumium_shovel.name, 神秘锹, 0
thaumcraft:thaumium_pick, item.thaumium_pick.name, 神秘镐, 0
thaumcraft:thaumium_hoe, item.thaumium_hoe.name, 神秘锄, 0
thaumcraft:void_axe, item.void_axe.name, 虚空斧, 0
thaumcraft:void_sword, item.void_sword.name, 虚空剑, 0
thaumcraft:void_shovel, item.void_shovel.name, 虚空锹, 0
thaumcraft:void_pick, item.void_pick.name, 虚空镐, 0
thaumcraft:void_hoe, item.void_hoe.name, 虚空锄, 0
thaumcraft:elemental_axe, item.elemental_axe.name, 奔流斧, 0
thaumcraft:elemental_sword, item.elemental_sword.name, 风雷剑, 0
thaumcraft:elemental_shovel, item.elemental_shovel.name, 后土铲, 0
thaumcraft:elemental_pick, item.elemental_pick.name, 炽心镐, 0
thaumcraft:elemental_hoe, item.elemental_hoe.name, 句芒锄, 0
thaumcraft:primal_crusher, item.primal_crusher.name, 元始杵, 0
thaumcraft:crimson_blade, item.crimson_blade.name, 血腥之刃, 0
thaumcraft:grapple_gun, item.grapple_gun.name, 奥术机动装置, 0
thaumcraft:grapple_gun_tip, item.grapple_gun_tip.name, 机动装置头部, 0
thaumcraft:grapple_gun_spool, item.grapple_gun_spool.name, 机动装置滚轴, 0
thaumcraft:goggles, item.goggles.name, 揭示之护目镜, 0
thaumcraft:thaumium_helm, item.thaumium_helm.name, 神秘头盔, 0
thaumcraft:thaumium_chest, item.thaumium_chest.name, 神秘胸甲, 0
thaumcraft:thaumium_legs, item.thaumium_legs.name, 神秘护腿, 0
thaumcraft:thaumium_boots, item.thaumium_boots.name, 神秘靴子, 0
thaumcraft:cloth_chest, item.cloth_chest.name, 神秘使法袍, 0
thaumcraft:cloth_legs, item.cloth_legs.name, 神秘使护腿, 0
thaumcraft:cloth_boots, item.cloth_boots.name, 神秘使之靴, 0
thaumcraft:traveller_boots, item.traveller_boots.name, 旅行者之靴, 0
thaumcraft:fortress_helm, item.fortress_helm.name, 神秘要塞兜鍪, 0
thaumcraft:fortress_chest, item.fortress_chest.name, 神秘要塞胸铠, 0
thaumcraft:fortress_legs, item.fortress_legs.name, 神秘要塞护胫, 0
thaumcraft:void_helm, item.void_helm.name, 虚空头盔, 0
thaumcraft:void_chest, item.void_chest.name, 虚空胸甲, 0
thaumcraft:void_legs, item.void_legs.name, 虚空护腿, 0
thaumcraft:void_boots, item.void_boots.name, 虚空靴子, 0
thaumcraft:void_robe_helm, item.void_robe_helm.name, 虚空神秘使兜帽, 0
thaumcraft:void_robe_chest, item.void_robe_chest.name, 虚空神秘使法袍, 0
thaumcraft:void_robe_legs, item.void_robe_legs.name, 虚空神秘使护腿, 0
thaumcraft:crimson_plate_helm, item.crimson_plate_helm.name, 血腥邪徒头盔, 0
thaumcraft:crimson_plate_chest, item.crimson_plate_chest.name, 血腥邪徒胸甲, 0
thaumcraft:crimson_plate_legs, item.crimson_plate_legs.name, 血腥邪徒护胫, 0
thaumcraft:crimson_boots, item.crimson_boots.name, 血腥邪徒靴子, 0
thaumcraft:crimson_robe_helm, item.crimson_robe_helm.name, 血腥邪徒兜帽, 0
thaumcraft:crimson_robe_chest, item.crimson_robe_chest.name, 血腥邪徒法袍, 0
thaumcraft:crimson_robe_legs, item.crimson_robe_legs.name, 血腥邪徒护腿, 0
thaumcraft:crimson_praetor_helm, item.crimson_praetor_helm.name, 血腥主教头盔, 0
thaumcraft:crimson_praetor_chest, item.crimson_praetor_chest.name, 血腥主教胸甲, 0
thaumcraft:crimson_praetor_legs, item.crimson_praetor_legs.name, 血腥主教护胫, 0
thaumcraft:baubles, item.baubles.amulet_mundane.name, 凡人护身符, 0
thaumcraft:baubles, item.baubles.ring_mundane.name, 凡人指环, 1
thaumcraft:baubles, item.baubles.girdle_mundane.name, 凡人腰带, 2
thaumcraft:baubles, item.baubles.ring_apprentice.name, 学徒指环, 3
thaumcraft:baubles, item.baubles.amulet_fancy.name, 精致护身符, 4
thaumcraft:baubles, item.baubles.ring_fancy.name, 精致指环, 5
thaumcraft:baubles, item.baubles.girdle_fancy.name, 精致腰带, 6
thaumcraft:amulet_vis, item.amulet_vis.found.name, 魔力石, 0
thaumcraft:amulet_vis, item.amulet_vis.crafted.name, 魔力护身符, 1
thaumcraft:verdant_charm, item.verdant_charm.name, 翠心指环, 0
thaumcraft:curiosity_band, item.curiosity_band.name, 求知发带, 0
thaumcraft:voidseer_charm, item.voidseer_charm.name, 虚空预言者的珍珠, 0
thaumcraft:cloud_ring, item.cloud_ring.name, 云霄指环, 0
thaumcraft:charm_undying, item.charm_undying.name, 不死护符, 0
thaumcraft:creative_flux_sponge, item.creative_flux_sponge.name, 咒波清理海绵, 0
thaumcraft:enchanted_placeholder, item.enchanted_placeholder.name, 任何附魔物品, 0
thaumcraft:caster_basic, item.caster_basic.name, 法师护手, 0
thaumcraft:focus_1, item.focus_1.name, 空白次级核心, 0
thaumcraft:focus_2, item.focus_2.name, 空白高级核心, 0
thaumcraft:focus_3, item.focus_3.name, 空白大师核心, 0
thaumcraft:focus_pouch, item.focus_pouch.name, 施术核心手袋, 0
thaumcraft:golem_bell, item.golem_bell.name, 傀儡使铃铛, 0
thaumcraft:golem, item.golem.name, 傀儡, 0
thaumcraft:seal, item.seal.blank.name, 空白印记, 0
thaumcraft:seal, item.seal.pickup.name, 操控印记：聚集, 1
thaumcraft:seal, item.seal.pickup_advanced.name, 高级操控印记：聚集, 2
thaumcraft:seal, item.seal.fill.name, 操控印记：贮存, 3
thaumcraft:seal, item.seal.fill_advanced.name, 高级操控印记：贮存, 4
thaumcraft:seal, item.seal.empty.name, 操控印记：空置, 5
thaumcraft:seal, item.seal.empty_advanced.name, 高级操控印记：空置, 6
thaumcraft:seal, item.seal.harvest.name, 操控印记：收获, 7
thaumcraft:seal, item.seal.butcher.name, 操控印记：屠宰, 8
thaumcraft:seal, item.seal.guard.name, 操控印记：守卫, 9
thaumcraft:seal, item.seal.guard_advanced.name, 高级操控印记：守卫, 10
thaumcraft:seal, item.seal.lumber.name, 操控印记：砍伐, 11
thaumcraft:seal, item.seal.breaker.name, 操控印记：采掘, 12
thaumcraft:seal, item.seal.use.name, 操控印记：使用, 13
thaumcraft:seal, item.seal.provider.name, 操控印记：供给, 14
thaumcraft:seal, item.seal.stock.name, 操控印记：仓储, 15
thaumcraft:seal, item.seal.breaker_advanced.name, 操控印记：高级方块采掘, 16
thaumcraft:seal, item.seal.attack.name, 操控印记：治安, 17
thaumcraft:seal, item.seal.attack_advanced.name, 高级操控印记：治安, 18
aether:aether_grass, tile.aether.aether_grass.normal.name, 空叶草方块, 0
aether:aether_grass, tile.aether.aether_grass.enchanted.name, 神沃空叶草方块, 1
aether:aether_grass, tile.aether.aether_grass.arctic.name, 极寒草方块, 2
aether:aether_grass, tile.aether.aether_grass.magnetic.name, 磁化草方块, 3
aether:aether_grass, tile.aether.aether_grass.irradiated.name, 辐光草方块, 4
aether:aether_dirt, tile.aether.aether_dirt.dirt.name, 天壤, 0
aether:aether_dirt, tile.aether.aether_dirt.coarse_dirt.name, 砂质天壤, 1
